Contact_ID,Start_Term_and_Year,Program_Desc,IPEDS_Ethnicities,IPEDS_Hispanic,Sex,Created_Date,Complete_Date,Admit_Date,Deposit_Date
000237,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Female,1/24/2022,,,
000238,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,11/8/2019,12/17/2019,1/10/2020,
000239,Fall 2021,Accounting - MS,Not Reported,Non-Hispanic,Male,12/11/2019,5/24/2021,5/29/2021,7/28/2021
000240,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Female,8/20/2020,1/26/2021,2/3/2021,8/10/2021
000241,Fall 2021,Management - MS,White/Caucasian,Non-Hispanic,Male,8/14/2020,2/4/2021,2/20/2021,3/5/2021
000242,Fall 2019,Business Adminstration - MBA,Not Reported,Non-Hispanic,Female,9/18/2018,11/29/2018,,
000243,Fall 2022,Accounting - MS,Asian,Non-Hispanic,Female,8/11/2021,4/21/2022,5/5/2022,5/13/2022
000244,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,4/1/2020,,,
000245,Spring 2022,Technology Management - MS,Not Reported,Non-Hispanic,Male,3/6/2021,6/7/2021,7/7/2021,7/9/2021
000246,Fall 2020,Business Administration - MBA,Two or More,Hispanic,Male,10/2/2019,11/13/2019,11/19/2019,
000247,Fall 2022,Accounting - MS,Asian,Non-Hispanic,Female,4/21/2022,5/3/2022,5/17/2022,5/18/2022
000248,Fall 2022,Real Estate Development - MS,White/Caucasian,Hispanic,Male,6/18/2020,8/6/2022,8/12/2022,8/15/2022
000249,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Female,1/9/2021,2/9/2022,2/11/2022,2/11/2022
000250,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Female,8/15/2018,9/30/2020,9/30/2020,
000251,Fall 2022,Business Administration - MBA,Not Reported,Non-Hispanic,Female,1/3/2022,1/22/2022,2/11/2022,2/19/2022
000252,Fall 2022,Management - MS,Asian,Non-Hispanic,Male,12/3/2021,,,
000253,Fall 2021,Management - MS,White/Caucasian,Non-Hispanic,Male,9/10/2020,5/3/2021,5/21/2021,7/16/2021
000254,Fall 2022,Management - MS,Black/African American,Non-Hispanic,Male,11/15/2021,,,
000255,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Male,2/10/2022,3/29/2022,4/19/2022,
000256,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,1/3/2019,2/1/2021,2/8/2021,6/28/2021
000257,Fall 2020,Accounting - M.S.,Black/African American,Non-Hispanic,Female,7/5/2019,1/21/2020,1/24/2020,
000258,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,8/11/2020,7/2/2021,,
000259,Spring 2020,Technology Management - MS,Asian,Non-Hispanic,Male,9/24/2019,10/17/2019,10/30/2019,
000260,Fall 2022,Accounting - MS,Asian,Hispanic,Female,12/16/2021,1/28/2022,2/2/2022,2/2/2022
000261,Fall 2020,Management - MS,White/Caucasian,Non-Hispanic,Male,5/17/2019,7/30/2020,,
000262,Fall 2020,Technology Management - MS,White/Caucasian,Non-Hispanic,Male,5/22/2020,6/1/2020,7/10/2020,7/14/2020
000263,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Female,9/24/2019,10/4/2019,10/18/2019,
000264,Fall 2021,Finance - MS,Black/African American,Non-Hispanic,Male,9/9/2019,8/3/2021,11/3/2021,11/2/2021
000265,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,2/17/2020,3/2/2020,3/13/2020,4/24/2020
000266,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,3/11/2021,4/23/2021,4/30/2021,5/13/2021
000267,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,8/15/2018,4/10/2020,4/23/2020,
000268,Fall 2021,Business Administration - MBA,Two or More,Non-Hispanic,Male,12/6/2020,1/11/2021,1/15/2021,
000269,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Male,6/15/2020,2/1/2021,2/8/2021,3/30/2021
000270,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Female,9/14/2020,5/24/2022,6/3/2022,6/5/2022
000271,Spring 2020,Real Estate Development - MS,Not Reported,Non-Hispanic,Female,8/17/2019,,,
000272,Fall 2020,Management - MS,Black/African American,Non-Hispanic,Female,2/17/2020,4/6/2020,4/17/2020,4/17/2020
000273,Spring 2020,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,8/25/2019,10/8/2019,10/9/2019,
000274,Fall 2022,Management - MS,Prefer to not respond,Non-Hispanic,Female,3/12/2022,4/27/2022,5/14/2022,5/16/2022
000275,Fall 2022,Business - PHD,White/Caucasian,Non-Hispanic,Female,11/27/2021,1/26/2022,2/19/2022,
000276,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,6/16/2022,7/25/2022,7/29/2022,8/3/2022
000277,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Male,10/1/2018,2/1/2019,,
000278,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Male,8/15/2018,2/15/2021,2/22/2021,3/7/2021
000279,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,1/22/2021,2/14/2022,2/21/2022,3/4/2022
000280,Fall 2022,Management - MS,Asian,Non-Hispanic,Male,5/1/2021,11/1/2021,11/1/2021,
000281,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Female,1/4/2022,3/4/2022,3/18/2022,
000282,Fall 2022,Technology Management - MS,Black/African American,Non-Hispanic,Male,4/26/2022,7/5/2022,7/11/2022,7/11/2022
000283,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Male,1/26/2020,,,
000284,Fall 2020,Real Estate Development - MS,Not Reported,Non-Hispanic,Female,1/26/2020,4/30/2020,5/9/2020,5/11/2020
000285,Fall 2019,Real Estate Development - MS,Two or More,Non-Hispanic,Female,8/15/2018,4/29/2019,5/15/2019,
000286,Fall  2022,Business Administration - MBA,Not Reported,Non-Hispanic,Male,12/3/2021,12/15/2021,12/23/2021,4/23/2022
000287,Fall 2021,Management - MS,White/Caucasian,Hispanic,Male,11/4/2020,7/13/2021,,
000288,Fall 2021,Management - MS,Black/African American,Non-Hispanic,Male,4/22/2021,,,
000289,Fall 2020,Accounting - M.S.,Black/African American,Hispanic,Male,4/29/2020,,,
000290,Fall 2022,Finance - MS,Not Reported,Non-Hispanic,Female,10/27/2020,2/9/2022,2/11/2022,
000291,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,12/11/2019,,,
000292,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Female,7/28/2021,,,
000293,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Female,7/29/2020,,,
000294,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Female,12/7/2020,7/26/2021,7/29/2021,
000295,Fall 2022,Finance - MS,White/Caucasian,Non-Hispanic,Male,3/10/2021,1/13/2022,1/19/2022,3/17/2022
000296,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Male,11/24/2018,7/1/2019,7/19/2019,7/23/2019
000297,Fall 2020,Real Estate Development - MS,Black/African American,Non-Hispanic,Female,7/8/2020,,,
000298,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,12/11/2021,2/14/2022,2/21/2022,4/22/2022
000299,Fall 2020,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,10/29/2019,8/27/2020,,
000300,Fall 2020,Management - MS,White/Caucasian,Non-Hispanic,Male,4/20/2020,5/7/2020,5/22/2020,5/31/2020
000301,Fall 2020,Management - MS,White/Caucasian,Non-Hispanic,Male,3/27/2020,4/11/2020,5/14/2020,
000302,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,1/10/2020,,,
000303,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Male,1/17/2019,4/2/2019,4/25/2019,4/29/2019
000304,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,1/6/2021,2/24/2021,3/3/2021,
000305,Fall 2019,Accounting - MS,Asian,Non-Hispanic,Female,3/12/2019,,,
000306,Fall 2021,Business Administration - MBA,Black/African American,Hispanic,Male,9/20/2018,9/21/2020,9/21/2020,8/9/2020
000307,Fall 2020,Management - MS,Black/African American,Non-Hispanic,Male,5/21/2020,6/30/2020,7/9/2020,7/10/2020
000308,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Female,6/2/2019,6/26/2019,7/19/2019,7/22/2019
000309,Fall 2021,Business Administration - MBA,Two or More,Non-Hispanic,Male,12/17/2020,1/19/2021,1/29/2021,7/2/2021
000310,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Female,1/13/2019,9/18/2019,5/29/2019,5/30/2019
000311,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,8/20/2019,6/20/2020,6/20/2020,6/22/2020
000312,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Female,3/4/2019,,,
000313,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Female,6/22/2020,7/22/2020,7/31/2020,8/1/2020
000314,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Female,5/21/2020,7/5/2022,,
000315,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Female,12/26/2021,1/24/2022,2/11/2022,2/28/2022
000316,Fall 2019,Accounting - MS,White/Caucasian,Hispanic,Male,11/19/2018,7/8/2019,,
000317,Fall 2020,Management - MS,Black/African American,Non-Hispanic,Female,1/14/2020,4/29/2020,4/29/2020,
000318,Fall 2021,Business Administration - MBA,White/Caucasian,Hispanic,Female,10/9/2020,11/11/2020,11/20/2020,1/22/2021
000319,Spring 2021,Technology Management - MS,White/Caucasian,Non-Hispanic,Male,5/28/2020,7/13/2020,8/26/2020,
000320,Spring 2020,Real Estate Development - MS,Not Reported,Non-Hispanic,Female,11/26/2019,12/6/2019,12/10/2019,12/18/2019
000321,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,10/6/2019,12/17/2019,1/11/2020,1/25/2020
000322,Fall 2020,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Male,10/2/2019,5/18/2020,5/22/2020,7/14/2020
000323,Fall 2020,Accounting - M.S.,Asian,Non-Hispanic,Male,4/9/2020,5/5/2020,5/15/2020,5/17/2020
000324,Fall 2019,Accounting - MS,Not Reported,Non-Hispanic,Prefer to not respond,10/15/2018,5/29/2019,5/31/2019,6/9/2019
000325,Fall 2020,Business Administration - MBA,Not Reported,Non-Hispanic,Female,7/24/2019,12/18/2019,1/10/2020,
000326,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Female,1/28/2019,,,
000327,Fall 2019,Business Adminstration - MBA,Two or More,Non-Hispanic,Male,6/30/2019,7/3/2019,7/11/2019,
000328,Fall 2020,Management - MS,Asian,Non-Hispanic,Male,3/18/2020,4/1/2020,4/23/2020,
000329,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,7/29/2021,8/6/2021,8/7/2021,8/9/2021
000330,Spring 2020,Real Estate Development - MS,Native American,Non-Hispanic,Male,11/19/2019,12/6/2019,12/7/2019,12/21/2019
000331,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Female,7/23/2018,,,
000332,Fall 2021,Management - MS,Black/African American,Non-Hispanic,Female,1/31/2021,,,
000333,Fall 2021,Business Administration - MBA,White/Caucasian,Hispanic,Male,3/31/2019,9/21/2020,9/21/2020,8/4/2020
000334,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Female,2/12/2022,3/11/2022,3/20/2022,3/24/2022
000335,Spring 2021,Technology Management - MS,White/Caucasian,Non-Hispanic,Female,1/5/2020,10/30/2020,11/16/2020,
000336,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,5/17/2022,7/28/2022,8/2/2022,8/5/2022
000337,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Female,1/1/2019,7/3/2019,7/18/2019,7/23/2019
000338,Fall 2019,Accounting - MS,Black/African American,Non-Hispanic,Female,4/25/2019,6/24/2019,6/29/2019,7/7/2019
000339,Fall 2021,Finance - MS,White/Caucasian,Non-Hispanic,Female,6/15/2021,7/1/2021,7/10/2021,8/1/2021
000340,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Female,8/31/2020,8/9/2022,,
000341,Fall 2022,Real Estate Development - MS,Black/African American,Non-Hispanic,Male,9/20/2018,4/28/2022,5/6/2022,5/10/2022
000342,Fall 2020,Accounting - M.S.,Not Reported,Non-Hispanic,Female,1/18/2019,4/22/2019,10/8/2019,
000343,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Female,1/21/2020,9/21/2020,9/21/2020,
000344,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Female,2/25/2019,4/16/2019,4/20/2019,
000345,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,7/15/2021,,,
000346,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Female,1/13/2019,,,
000347,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,10/11/2021,4/8/2022,4/16/2022,
000348,Fall 2022,Finance - MS,Asian,Non-Hispanic,Female,4/7/2022,,,
000349,Fall 2019,Technology Management - MS,White/Caucasian,Non-Hispanic,Male,6/26/2019,8/12/2019,,
000350,Fall 2022,Management - MS,Not Reported,Non-Hispanic,Female,1/1/2021,2/15/2022,2/25/2022,8/15/2022
000351,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Female,12/23/2021,1/20/2022,2/2/2022,2/10/2022
000352,Spring 2021,Technology Management - MS,Asian,Non-Hispanic,Male,6/17/2019,12/3/2020,12/3/2020,12/6/2020
000353,Fall 2020,Accounting - M.S.,Asian,Non-Hispanic,Male,11/8/2019,6/10/2020,7/3/2020,7/4/2020
000354,Fall 2020,Technology Management - MS,Black/African American,Non-Hispanic,Male,12/10/2019,1/31/2020,2/1/2020,2/18/2020
000355,Fall 2020,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,3/10/2020,,,
000356,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,3/2/2020,5/6/2020,,
000357,Fall 2019,Accounting - MS,Black/African American,Non-Hispanic,Female,1/17/2019,3/4/2019,3/29/2019,8/13/2019
000358,Fall 2019,Management - MS,White/Caucasian,Hispanic,Female,10/17/2018,2/8/2019,3/8/2019,5/20/2019
000359,Fall 2020,Business Administration - MBA,Not Reported,Non-Hispanic,Male,11/23/2019,2/7/2020,2/14/2020,
000360,Fall 2021,Accounting - MS,Asian,Non-Hispanic,Female,3/17/2021,4/21/2021,5/19/2021,5/28/2021
000361,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,1/17/2020,4/20/2020,4/24/2020,
000362,Fall 2022,Business Administration - MBA,Not Reported,Non-Hispanic,Female,10/11/2021,10/22/2021,11/3/2021,11/4/2021
000363,Fall 2021,Management - MS,Not Reported,Non-Hispanic,Male,7/13/2020,3/23/2021,3/23/2021,8/1/2021
000364,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Male,1/29/2021,6/10/2021,6/17/2021,
000365,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,4/30/2019,,,
000366,Fall 2021,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Female,6/27/2019,8/30/2021,,
000367,Fall 2021,Finance - MS,Asian,Non-Hispanic,Male,6/2/2021,,,
000368,Fall 2021,Management - MS,White/Caucasian,Non-Hispanic,Male,12/13/2020,,,
000369,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Male,11/30/2020,1/27/2021,2/4/2021,
000370,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Female,8/19/2020,,,
000371,Fall 2022,Management - MS,Prefer to not respond,Non-Hispanic,Male,4/11/2022,,,
000372,Fall 2019,Business Adminstration - MBA,Not Reported,Non-Hispanic,Female,7/23/2018,4/30/2019,6/4/2019,
000373,Spring 2020,Technology Management - MS,White/Caucasian,Non-Hispanic,Male,4/17/2019,5/10/2019,5/14/2019,7/17/2019
000374,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Male,7/1/2019,7/2/2019,7/6/2019,
000375,Fall 2022,Real Estate Development - MS,Asian,Non-Hispanic,Female,1/5/2021,7/8/2022,7/14/2022,7/19/2022
000376,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,8/8/2019,2/5/2020,2/12/2020,2/24/2020
000377,Fall 2020,Management - MS,White/Caucasian,Non-Hispanic,Male,9/7/2019,7/10/2020,,
000378,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Female,8/15/2018,4/23/2021,5/7/2021,
000379,Fall 2020,Accounting - M.S.,Asian,Hispanic,Male,4/13/2020,4/14/2020,7/24/2020,
000380,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,9/28/2020,1/27/2022,2/3/2022,2/20/2022
000381,Fall 2020,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Male,12/11/2019,2/12/2020,3/10/2020,3/13/2020
000382,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,9/17/2018,9/21/2020,9/21/2020,
000383,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Female,9/14/2021,,,
000384,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,7/23/2019,8/8/2020,,
000385,Fall 2019,Management - MS,Asian,Non-Hispanic,Male,5/20/2019,7/3/2019,7/9/2019,7/23/2019
000386,Spring 2021,Technology Management - MS,Two or More,Non-Hispanic,Male,6/22/2020,8/31/2020,10/23/2020,
000387,Fall 2021,Management - MS,White/Caucasian,Non-Hispanic,Male,12/26/2020,5/6/2021,5/22/2021,
000388,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,3/11/2019,,,
000389,Fall 2022,Management - MS,Black/African American,Non-Hispanic,Female,1/20/2022,,,
000390,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,8/21/2019,6/10/2020,6/10/2020,
000391,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Female,9/25/2019,9/22/2021,9/22/2021,6/28/2021
000392,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Female,7/1/2019,9/21/2020,9/21/2020,7/15/2019
000393,Spring 2021,Technology Management - MS,White/Caucasian,Non-Hispanic,Male,11/25/2020,12/21/2020,1/4/2021,1/6/2021
000394,Fall 2022,Management - MS,White/Caucasian,Non-Hispanic,Male,11/17/2021,,,
000395,Fall 2022,Business Administration - MBA,Asian,Hispanic,Female,11/20/2020,9/22/2021,9/22/2021,
000396,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Male,4/27/2020,,,
000397,Fall 2020,Business Administration - MBA,Asian,Hispanic,Male,1/28/2020,,,
000398,Fall 2020,Accounting - M.S.,Black/African American,Non-Hispanic,Male,1/15/2020,,,
000399,Fall 2019,Accounting - MS,Not Reported,Non-Hispanic,Female,5/14/2019,6/14/2019,7/23/2019,8/21/2019
000400,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Female,7/25/2019,,,
000401,Fall 2022,Business - PHD,White/Caucasian,Hispanic,Female,10/15/2021,1/5/2022,2/18/2022,
000402,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Male,7/1/2020,9/21/2020,9/21/2020,
000403,Fall 2021,Accounting - MS,Black/African American,Non-Hispanic,Male,4/29/2021,7/1/2021,7/8/2021,9/23/2021
000404,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,5/17/2019,,,
000405,Fall 2022,Business - PHD,Not Reported,Non-Hispanic,Male,3/31/2021,1/24/2022,,
000406,Fall 2022,Real Estate Development - MS,Asian,Non-Hispanic,Male,5/11/2022,,,
000407,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Female,5/19/2022,,,
000408,Spring 2022,Technology Management - MS,White/Caucasian,Hispanic,Female,9/20/2020,10/1/2021,10/26/2021,11/29/2021
000409,Fall 2020,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Female,1/6/2020,2/4/2020,3/24/2020,3/24/2020
000410,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,5/29/2022,6/6/2022,6/13/2022,
000411,Fall 2022,Management - MS,Black/African American,Non-Hispanic,Male,11/28/2018,9/20/2021,9/20/2021,
000412,Spring 2022,Technology Management - MS,White/Caucasian,Non-Hispanic,Female,6/11/2021,8/18/2021,9/9/2021,9/28/2021
000413,Spring 2021,Real Estate Development - MS,Asian,Non-Hispanic,Female,9/2/2020,11/10/2020,11/18/2020,11/19/2020
000414,Fall 2021,Accounting - MS,Asian,Hispanic,Female,10/19/2019,,,
000415,Fall 2022,Finance - MS,Black/African American,Hispanic,Male,11/2/2020,2/4/2022,2/10/2022,
000416,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Male,11/5/2019,9/21/2020,9/21/2020,2/11/2020
000417,Fall 2020,Accounting - M.S.,Black/African American,Non-Hispanic,Male,1/3/2020,1/22/2020,1/31/2020,4/10/2020
000418,Fall 2022,Management - MS,Asian,Non-Hispanic,Female,10/28/2021,3/4/2022,,
000419,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Female,7/1/2019,7/23/2019,7/24/2019,
000420,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Female,2/19/2019,5/13/2019,,
000421,Fall 2021,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Female,10/27/2020,1/29/2021,,
000422,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,4/2/2019,7/1/2019,7/20/2019,8/11/2019
000423,Fall 2021,Accounting - MS,Black/African American,Non-Hispanic,Female,3/15/2021,4/14/2021,,
000424,Fall 2020,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Female,3/20/2020,4/10/2020,,
000425,Fall 2021,Finance - MS,Asian,Non-Hispanic,Female,4/30/2021,,,
000426,Spring 2020,Business Administration - MBA,Asian,Non-Hispanic,Female,10/4/2019,11/18/2019,4/15/2020,11/26/2019
000427,Spring 2022,Technology Management - MS,Black/African American,Non-Hispanic,Male,9/1/2020,1/11/2022,1/13/2022,1/13/2022
000428,Fall 2022,Management - MS,White/Caucasian,Non-Hispanic,Male,11/22/2021,3/7/2022,3/14/2022,
000429,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,12/23/2019,2/17/2020,4/24/2020,
000430,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Male,2/16/2021,5/10/2022,5/24/2022,5/29/2022
000431,Fall 2019,Management - MS,Asian,Non-Hispanic,Female,11/20/2018,,,
000432,Fall 2020 ,Accounting - M.S.,Not Reported,Non-Hispanic,Male,10/5/2018,,,
000433,Fall 2019,Accounting - MS,Asian,Non-Hispanic,Male,11/27/2018,4/4/2019,5/14/2019,5/31/2019
